SOURCE,TARGET,RATING,TIME
182,1115,2,1307332800
1013,182,2,1307332800
340,7569,2,1307332800
182,1013,2,1307332800
182,1105,2,1307332800
1115,182,2,1307332800
1105,182,2,1307332800
993,56,1,1307332800
340,325,2,1307332800
577,2026,1,1307332800
7595,15,6,1307332800
166,776,1,1307332800
607,476,1,1307332800
476,607,3,1307332800
539,2590,1,1307332800
139,2583,1,1307332800
535,7595,-10,1307332800
129,674,1,1307332800
407,47,4,1307332800
56,7563,1,1307332800
577,726,6,1307332800
120,577,1,1307332800
56,993,1,1307332800
2590,539,1,1307332800
1660,7563,2,1307332800
1664,7563,1,1307332800
776,166,1,1307332800
577,0,2,1307332800
325,129,1,1307332800
323,2022,2,1307332800
7563,7595,-10,1307332800
2583,139,1,1307332800
322,719,1,1307332800
56,251,2,1307332800
726,577,6,1307332800
7569,340,5,1307332800
15,1009,1,1307419200
1981,1992,1,1307419200
43,475,2,1307419200
7497,1111,3,1307419200
573,7563,5,1307419200
618,578,1,1307419200
75,41,1,1307419200
77,473,2,1307419200
407,75,1,1307419200
910,75,1,1307419200
578,618,1,1307419200
1111,7497,3,1307419200
513,2029,2,1307419200
858,3,7,1307419200
2591,675,1,1307419200
1673,674,1,1307419200
41,75,1,1307419200
7563,1259,3,1307419200
366,15,2,1307419200
3,858,1,1307419200
1009,15,1,1307419200
405,7563,4,1307419200
384,612,2,1307419200
612,384,2,1307419200
1247,0,1,1307419200
7497,7563,1,1307419200
777,1252,5,1307419200
475,43,2,1307419200
436,471,3,1307419200
3,1009,2,1307419200
560,1086,1,1307419200
7518,7563,2,1307419200
89,7563,5,1307419200
3,625,4,1307419200
473,77,2,1307419200
539,166,3,1307419200
75,910,1,1307419200
75,407,1,1307419200
2029,513,2,1307419200
446,166,3,1307419200
1009,3,2,1307419200
1677,3,2,1307419200
422,3,5,1307419200
1008,3,5,1307419200
7563,7518,3,1307419200
27,1448,1,1307419200
7563,239,10,1307419200
182,1446,4,1307419200
1250,993,1,1307419200
166,539,1,1307419200
1448,27,1,1307419200
1258,73,5,1307419200
726,251,2,1307419200
449,7563,3,1307419200
7563,449,3,1307419200
182,1981,2,1307419200
1673,27,5,1307419200
7563,478,3,1307419200
251,726,1,1307419200
7563,298,3,1307419200
15,366,2,1307419200
282,2024,2,1307419200
675,2591,1,1307419200
7563,1443,3,1307419200
1443,7563,7,1307419200
2024,282,2,1307419200
321,282,3,1307419200
926,2020,2,1307419200
105,560,1,1307419200
105,166,1,1307419200
478,7563,3,1307419200
2582,323,3,1307419200
1669,7563,3,1307419200
7563,1669,3,1307419200
1961,447,2,1307419200
298,7563,1,1307419200
343,299,10,1307419200
323,2582,1,1307419200
299,343,5,1307419200
2592,503,1,1307419200
503,2592,1,1307419200
910,1448,1,1307419200
381,166,1,1307419200
7563,299,7,1307419200
475,2030,1,1307419200
7563,477,2,1307419200
0,1247,1,1307419200
166,381,1,1307419200
166,262,1,1307419200
166,105,1,1307419200
166,446,3,1307419200
2030,475,1,1307419200
560,105,1,1307419200
27,1673,3,1307419200
993,1250,1,1307419200
615,611,2,1307419200
405,201,3,1307419200
477,7563,2,1307419200
1448,910,1,1307419200
611,615,2,1307419200
1981,182,2,1307419200
262,166,1,1307419200
326,10,1,1307505600
676,928,4,1307505600
7563,384,3,1307505600
2572,922,2,1307505600
925,384,3,1307505600
922,2572,1,1307505600
384,925,3,1307505600
166,32,1,1307505600
32,2595,1,1307505600
2595,32,1,1307505600
32,166,1,1307505600
148,15,6,1307505600
1663,15,3,1307505600
925,15,1,1307505600
83,262,10,1307505600
618,83,1,1307505600
676,1007,1,1307505600
364,407,1,1307505600
182,166,5,1307505600
166,327,1,1307505600
7586,366,2,1307505600
407,364,1,1307505600
1637,166,1,1307505600
327,166,1,1307505600
15,1663,3,1307505600
618,166,2,1307505600
1013,1258,2,1307505600
1258,1013,2,1307505600
1012,1014,2,1307505600
166,7563,4,1307505600
368,166,2,1307505600
2041,368,2,1307505600
166,1263,2,1307505600
166,1637,2,1307505600
2033,368,2,1307505600
674,368,1,1307505600
368,2033,2,1307505600
7563,1117,2,1307505600
15,148,6,1307505600
15,100,4,1307505600
166,540,1,1307505600
168,1244,5,1307505600
166,368,1,1307505600
83,618,1,1307505600
1675,711,2,1307505600
7563,166,3,1307505600
1263,166,2,1307505600
166,182,2,1307505600
166,618,2,1307505600
368,674,1,1307505600
368,2041,2,1307505600
251,1675,2,1307505600
1007,676,1,1307505600
2597,201,1,1307505600
675,1007,2,1307505600
75,27,5,1307505600
101,27,2,1307505600
2603,27,1,1307505600
407,27,1,1307505600
182,312,3,1307505600
182,298,4,1307505600
27,194,10,1307505600
27,101,3,1307505600
298,182,2,1307505600
7586,182,2,1307505600
129,27,10,1307505600
1408,2596,1,1307505600
312,182,3,1307505600
0,299,1,1307505600
0,1116,1,1307505600
0,2585,1,1307505600
251,217,1,1307505600
217,251,1,1307505600
223,353,8,1307505600
675,611,3,1307505600
611,675,3,1307505600
27,2603,1,1307505600
2040,216,1,1307505600
27,75,1,1307505600
194,27,10,1307505600
1437,7563,3,1307505600
1967,201,2,1307505600
201,1967,2,1307505600
201,2597,1,1307505600
2602,477,1,1307505600
1674,477,1,1307505600
477,2602,1,1307505600
477,1674,1,1307505600
101,1422,2,1307505600
7586,448,2,1307505600
2037,479,1,1307505600
7563,1437,3,1307505600
479,2037,1,1307505600
1422,101,1,1307505600
2031,1674,2,1307505600
1674,2031,1,1307505600
1977,1678,1,1307505600
166,108,2,1307505600
1451,7569,4,1307505600
7569,1451,4,1307505600
1962,1450,1,1307505600
108,166,1,1307505600
108,406,1,1307505600
479,1106,1,1307505600
928,676,4,1307505600
27,407,1,1307505600
574,2038,2,1307505600
130,30,2,1307505600
7586,137,5,1307505600
407,618,1,1307505600
1250,0,1,1307505600
540,910,1,1307505600
10,326,1,1307505600
618,407,1,1307505600
88,368,2,1307505600
540,1261,4,1307505600
405,2035,2,1307505600
513,1431,1,1307505600
910,540,1,1307505600
368,88,1,1307505600
3773,88,1,1307505600
1261,540,4,1307505600
2042,88,2,1307505600
1256,2031,1,1307505600
1256,2586,1,1307505600
2031,1256,1,1307505600
2586,1256,1,1307505600
1244,168,5,1307505600
1007,675,2,1307505600
2025,540,2,1307505600
577,859,1,1307505600
3,726,2,1307505600
88,2042,1,1307505600
574,2039,2,1307505600
574,615,3,1307505600
2038,574,2,1307505600
2039,574,2,1307505600
615,574,3,1307505600
509,1678,2,1307505600
861,618,1,1307505600
618,861,1,1307505600
2036,510,10,1307505600
1955,1954,1,1307505600
88,3773,1,1307505600
1954,1955,1,1307505600
577,3,3,1307505600
90,1083,2,1307505600
1431,513,2,1307505600
2040,653,1,1307505600
726,3,1,1307505600
139,130,1,1307505600
653,2040,1,1307505600
653,130,1,1307505600
3,577,3,1307505600
130,653,2,1307505600
510,2036,1,1307505600
7563,53,3,1307505600
15,925,1,1307505600
1679,341,10,1307505600
341,1679,2,1307505600
75,618,1,1307505600
574,272,2,1307505600
2043,341,2,1307505600
341,2043,2,1307505600
341,327,2,1307505600
326,298,1,1307505600
614,298,3,1307505600
1450,783,1,1307505600
49,442,1,1307505600
272,574,2,1307505600
327,669,1,1307505600
327,2600,1,1307505600
341,662,2,1307505600
298,326,1,1307505600
911,49,2,1307505600
298,614,3,1307505600
77,510,2,1307505600
75,677,1,1307505600
2600,327,1,1307505600
49,911,2,1307505600
101,47,3,1307505600
861,64,1,1307505600
108,64,1,1307505600
64,108,1,1307505600
282,321,3,1307505600
64,861,1,1307505600
75,671,1,1307505600
783,1450,1,1307505600
861,7563,1,1307505600
282,2588,1,1307505600
75,2036,1,1307505600
2036,75,10,1307505600
919,341,1,1307505600
75,479,1,1307505600
662,341,1,1307505600
7563,861,3,1307505600
2588,282,1,1307505600
47,101,2,1307505600
327,341,1,1307505600
312,322,9,1307505600
442,49,1,1307505600
312,928,4,1307505600
928,312,4,1307505600
322,312,9,1307505600
1252,777,5,1307505600
917,342,2,1307505600
323,615,2,1307505600
299,2032,2,1307505600
671,75,1,1307505600
510,77,2,1307505600
479,75,1,1307505600
322,1014,5,1307505600
726,993,1,1307505600
993,726,1,1307505600
341,919,2,1307505600
615,323,2,1307505600
1649,7563,3,1307592000
474,1626,1,1307592000
274,194,3,1307592000
2585,0,2,1307592000
513,1223,1,1307592000
342,1250,2,1307592000
863,194,3,1307592000
852,7563,1,1307592000
239,2004,1,1307592000
785,64,1,1307592000
2048,7563,2,1307592000
7563,1649,3,1307592000
1248,312,2,1307592000
2606,7563,1,1307592000
7563,2606,1,1307592000
239,2523,1,1307592000
311,3,9,1307592000
1223,513,1,1307592000
540,194,2,1307592000
75,2045,1,1307592000
194,2605,1,1307592000
194,407,1,1307592000
194,540,2,1307592000
239,407,2,1307592000
312,407,2,1307592000
194,274,3,1307592000
311,36,3,1307592000
1117,76,2,1307592000
239,201,2,1307592000
194,863,3,1307592000
2605,194,1,1307592000
407,194,1,1307592000
1675,251,2,1307592000
312,1248,2,1307592000
2044,513,1,1307592000
1626,474,1,1307592000
513,2044,1,1307592000
194,674,3,1307592000
239,7563,10,1307592000
407,312,2,1307592000
2523,239,1,1307592000
2049,677,1,1307592000
7563,77,1,1307592000
677,2049,1,1307592000
7563,1680,3,1307592000
1680,7563,9,1307592000
56,2551,1,1307592000
1682,7523,-10,1307592000
448,108,7,1307592000
107,2609,1,1307592000
107,2004,1,1307592000
1248,7497,1,1307592000
107,1455,1,1307592000
7497,1248,1,1307592000
1117,7563,3,1307592000
2578,41,1,1307592000
7563,1118,2,1307592000
2609,107,2,1307592000
53,15,2,1307592000
41,931,8,1307592000
1455,107,1,1307592000
7586,15,2,1307592000
7563,385,1,1307592000
2002,15,2,1307592000
1117,863,2,1307592000
384,7563,3,1307592000
863,1117,3,1307592000
1217,2607,1,1307592000
2004,107,1,1307592000
5,407,1,1307592000
5,1449,1,1307592000
1118,7563,2,1307592000
56,2594,1,1307592000
675,924,1,1307592000
675,918,2,1307592000
36,9,8,1307592000
7563,89,5,1307592000
407,137,2,1307592000
3,2023,2,1307592000
407,621,1,1307592000
407,466,1,1307592000
1248,477,1,1307592000
7563,674,3,1307592000
477,1248,1,1307592000
407,7563,4,1307592000
225,1646,1,1307592000
621,407,1,1307592000
407,239,2,1307592000
466,407,1,1307592000
7563,407,4,1307592000
1449,406,1,1307592000
7563,479,2,1307592000
924,675,1,1307592000
674,7563,3,1307592000
49,194,1,1307592000
366,7586,-10,1307592000
15,7586,-10,1307592000
785,281,4,1307592000
2004,239,1,1307592000
474,47,1,1307592000
108,448,7,1307592000
1259,7563,3,1307592000
1259,540,2,1307592000
859,577,1,1307592000
479,7563,3,1307592000
540,1259,2,1307592000
1637,1254,1,1307592000
915,64,4,1307592000
152,857,2,1307592000
272,670,2,1307592000
311,1,9,1307592000
327,407,2,1307592000
2601,27,5,1307592000
27,1454,3,1307592000
27,7563,3,1307592000
1682,274,5,1307592000
1436,7563,1,1307592000
7563,1454,1,1307592000
915,785,3,1307592000
784,7563,3,1307592000
7563,784,2,1307592000
239,168,1,1307592000
326,1637,1,1307592000
7563,182,2,1307592000
1454,27,5,1307592000
326,327,1,1307592000
670,272,3,1307592000
999,508,1,1307592000
1454,7563,8,1307592000
311,73,5,1307592000
7563,274,5,1307592000
299,480,2,1307592000
7563,2048,2,1307592000
447,1264,5,1307592000
299,2046,2,1307592000
96,272,10,1307592000
274,1120,1,1307592000
274,1682,2,1307592000
405,27,3,1307592000
274,863,3,1307592000
1264,447,5,1307592000
448,7586,-10,1307592000
1449,785,1,1307592000
1637,326,1,1307592000
7563,353,10,1307592000
15,2002,2,1307592000
326,343,1,1307592000
343,326,10,1307592000
7563,27,4,1307592000
2598,785,1,1307592000
785,915,3,1307592000
785,2598,1,1307592000
1120,274,1,1307592000
1449,5,1,1307592000
311,714,1,1307592000
2594,56,1,1307592000
863,274,3,1307592000
194,49,1,1307592000
2008,619,2,1307592000
480,101,2,1307592000
443,1013,3,1307592000
1455,22,5,1307592000
9,36,8,1307592000
443,926,3,1307592000
7563,852,1,1307592000
7563,622,1,1307592000
443,1927,1,1307592000
622,7563,1,1307592000
443,2047,1,1307592000
407,327,1,1307592000
1449,327,1,1307592000
7563,1436,1,1307592000
619,2008,1,1307592000
15,53,4,1307592000
1250,342,8,1307592000
513,440,1,1307592000
2045,75,10,1307592000
926,443,4,1307592000
783,7563,1,1307592000
407,5,1,1307592000
166,44,1,1307592000
272,96,4,1307592000
783,1010,2,1307592000
2047,443,1,1307592000
1013,443,3,1307592000
383,118,2,1307592000
1010,783,2,1307592000
239,75,3,1307592000
239,209,2,1307592000
1627,39,1,1307592000
311,44,3,1307592000
1646,225,1,1307592000
783,443,3,1307592000
674,194,5,1307592000
27,2601,1,1307592000
327,1449,1,1307592000
281,723,10,1307678400
862,1248,2,1307678400
2042,7563,2,1307678400
2611,677,1,1307678400
443,7523,-10,1307678400
152,225,3,1307678400
108,101,2,1307678400
225,152,2,1307678400
1682,443,2,1307678400
32,2006,1,1307678400
2608,152,3,1307678400
930,152,7,1307678400
281,1265,5,1307678400
678,274,1,1307678400
929,677,2,1307678400
274,1118,3,1307678400
1245,7563,5,1307678400
574,848,3,1307678400
1118,274,3,1307678400
1683,3773,1,1307678400
379,147,2,1307678400
678,862,1,1307678400
862,678,1,1307678400
677,2611,1,1307678400
677,7326,1,1307678400
677,929,2,1307678400
7563,1245,5,1307678400
2006,32,1,1307678400
669,27,1,1307678400
1265,281,5,1307678400
656,923,1,1307678400
920,607,5,1307678400
27,2027,2,1307678400
342,917,2,1307678400
27,2030,2,1307678400
607,920,5,1307678400
27,88,1,1307678400
130,1452,1,1307678400
77,76,3,1307678400
1256,217,1,1307678400
217,1256,1,1307678400
222,623,1,1307678400
27,1248,1,1307678400
27,274,2,1307678400
2053,1602,1,1307678400
862,180,2,1307678400
1452,130,1,1307678400
340,1121,2,1307678400
7560,618,2,1307678400
1116,619,1,1307678400
619,1116,1,1307678400
7373,425,1,1307678400
425,7373,1,1307678400
152,930,2,1307678400
44,7563,-10,1307678400
2011,180,1,1307678400
7563,2042,1,1307678400
779,570,5,1307678400
1602,2053,1,1307678400
27,669,2,1307678400
27,1254,3,1307678400
236,180,3,1307678400
619,403,1,1307678400
1248,27,10,1307678400
1121,540,2,1307678400
403,619,1,1307678400
7518,540,-10,1307678400
540,1121,2,1307678400
1248,862,2,1307678400
2582,281,5,1307678400
274,27,3,1307678400
76,77,3,1307678400
2030,27,2,1307678400
1604,73,4,1307678400
274,1261,1,1307678400
274,678,1,1307678400
180,2610,1,1307678400
673,7563,3,1307678400
101,108,2,1307678400
7563,673,3,1307678400
180,2011,1,1307678400
180,236,5,1307678400
670,861,2,1307678400
861,670,2,1307678400
3773,7560,2,1307678400
7560,3773,8,1307678400
1121,340,2,1307678400
531,1118,1,1307678400
1118,531,1,1307678400
1245,449,5,1307678400
2610,180,5,1307678400
1440,7563,1,1307678400
1236,27,1,1307678400
444,7563,1,1307678400
77,1248,2,1307678400
355,404,10,1307678400
118,321,1,1307678400
1248,77,2,1307678400
76,1117,1,1307678400
174,367,2,1307678400
152,2608,1,1307678400
355,465,5,1307678400
1256,1011,1,1307678400
7371,7563,-1,1307678400
474,1,1,1307678400
367,174,2,1307678400
1011,1256,1,1307678400
9,839,1,1307678400
38,923,2,1307678400
355,623,10,1307678400
355,7563,1,1307678400
839,9,1,1307678400
154,365,3,1307678400
322,167,6,1307678400
76,39,3,1307678400
678,383,10,1307678400
465,355,5,1307678400
2050,77,1,1307678400
166,1654,1,1307678400
77,2050,2,1307678400
167,322,2,1307678400
1011,2599,1,1307678400
253,321,1,1307764800
301,88,2,1307764800
131,88,2,1307764800
88,2622,1,1307764800
131,44,10,1307764800
619,201,1,1307764800
3773,930,3,1307764800
1637,616,1,1307764800
88,47,1,1307764800
217,993,1,1307764800
253,676,1,1307764800
930,108,1,1307764800
282,118,1,1307764800
47,88,3,1307764800
253,1119,1,1307764800
1260,993,1,1307764800
253,338,1,1307764800
253,1457,1,1307764800
88,301,1,1307764800
253,2619,1,1307764800
616,1637,1,1307764800
677,75,3,1307764800
101,7563,-10,1307764800
474,281,3,1307764800
168,1681,3,1307764800
993,1260,1,1307764800
222,1996,1,1307764800
930,3773,3,1307764800
302,2044,1,1307764800
2054,358,2,1307764800
2621,405,1,1307764800
358,2054,2,1307764800
201,619,1,1307764800
358,7497,2,1307764800
1416,621,1,1307764800
405,2621,1,1307764800
386,281,5,1307764800
358,2055,2,1307764800
253,1121,2,1307764800
1121,253,2,1307764800
1248,569,1,1307764800
358,2616,1,1307764800
570,779,5,1307764800
338,253,1,1307764800
321,253,1,1307764800
358,2615,1,1307764800
621,1416,1,1307764800
2055,358,2,1307764800
358,2056,2,1307764800
2032,88,1,1307764800
108,930,1,1307764800
1687,618,2,1307764800
7497,358,1,1307764800
562,312,1,1307764800
1119,618,1,1307764800
993,217,1,1307764800
607,43,10,1307764800
358,2057,2,1307764800
3,2016,2,1307764800
358,2061,2,1307764800
358,2060,2,1307764800
358,2059,2,1307764800
358,2058,2,1307764800
2622,88,1,1307764800
930,88,1,1307764800
1452,88,1,1307764800
618,1119,1,1307764800
9,7563,-10,1307764800
2051,282,2,1307764800
930,27,1,1307764800
338,670,1,1307764800
41,862,1,1307764800
281,785,5,1307764800
88,7563,-10,1307764800
2059,358,3,1307764800
253,88,10,1307764800
856,27,1,1307764800
2061,358,3,1307764800
400,27,1,1307764800
2619,27,1,1307764800
2044,302,1,1307764800
253,27,10,1307764800
1119,27,1,1307764800
2016,3,2,1307764800
149,7563,-10,1307764800
321,27,1,1307764800
676,27,1,1307764800
326,27,10,1307764800
88,27,10,1307764800
282,2051,2,1307764800
7560,27,2,1307764800
1449,27,2,1307764800
386,1120,5,1307764800
2598,386,1,1307764800
1120,386,5,1307764800
44,131,10,1307764800
180,355,5,1307764800
1686,715,1,1307764800
0,1250,1,1307764800
670,338,1,1307764800
27,930,1,1307764800
2044,1679,1,1307764800
2058,358,2,1307764800
3998,34,1,1307764800
88,1452,1,1307764800
383,678,10,1307764800
2057,358,2,1307764800
200,38,4,1307764800
677,1685,1,1307764800
1248,784,5,1307764800
1685,677,1,1307764800
2480,383,1,1307764800
88,930,1,1307764800
2056,358,2,1307764800
281,386,5,1307764800
27,856,1,1307764800
7532,38,3,1307764800
862,41,2,1307764800
2060,358,2,1307764800
88,253,1,1307764800
2615,358,2,1307764800
2616,358,2,1307764800
784,1248,5,1307764800
27,1449,2,1307764800
88,131,1,1307764800
2620,1685,1,1307764800
38,200,4,1307764800
27,405,3,1307764800
1685,2620,1,1307764800
83,64,2,1307851200
653,253,2,1307851200
130,139,1,1307851200
864,579,1,1307851200
312,562,1,1307851200
3,380,5,1307851200
200,131,4,1307851200
994,1209,-4,1307851200
251,7551,1,1307851200
7560,2047,1,1307851200
75,83,1,1307851200
75,2625,1,1307851200
3,83,3,1307851200
88,2624,1,1307851200
88,2627,1,1307851200
88,7438,-10,1307851200
88,1266,1,1307851200
251,7563,-3,1307851200
88,405,1,1307851200
1652,2626,1,1307851200
1624,2066,1,1307851200
2551,0,2,1307851200
2066,1624,1,1307851200
64,83,2,1307851200
2626,1652,1,1307851200
62,41,2,1307851200
131,200,2,1307851200
423,1436,1,1307851200
1687,383,1,1307851200
479,1116,1,1307851200
1116,253,1,1307851200
1248,7563,-1,1307851200
2625,75,10,1307851200
676,913,2,1307851200
667,311,2,1307851200
913,676,2,1307851200
864,44,1,1307851200
1116,27,1,1307851200
2628,862,1,1307851200
253,75,2,1307851200
1689,253,1,1307851200
83,75,1,1307851200
253,2063,1,1307851200
158,9,3,1307851200
784,403,1,1307851200
783,311,1,1307851200
715,1686,3,1307851200
1266,1119,1,1307851200
1119,7438,1,1307851200
253,20,1,1307851200
677,302,3,1307851200
20,27,1,1307851200
2551,56,2,1307851200
1936,339,2,1307851200
44,864,1,1307851200
862,83,2,1307851200
83,862,2,1307851200
931,22,4,1307851200
7393,27,2,1307851200
862,2628,1,1307851200
1266,27,1,1307851200
1119,1266,1,1307851200
2063,27,1,1307851200
41,62,2,1307851200
302,677,6,1307851200
862,782,3,1307851200
1257,75,1,1307851200
931,41,5,1307851200
1266,88,1,1307851200
253,653,1,1307851200
75,338,1,1307851200
1116,479,1,1307851200
75,1257,1,1307851200
1672,852,1,1307851200
405,88,1,1307851200
852,1672,1,1307851200
253,7393,2,1307851200
2627,88,1,1307851200
7532,479,1,1307851200
2624,88,1,1307851200
618,1659,1,1307851200
253,1689,2,1307851200
2064,479,1,1307851200
2063,253,1,1307851200
1659,618,1,1307851200
253,1266,1,1307851200
253,1116,1,1307851200
403,784,1,1307851200
2064,0,1,1307851200
479,2064,1,1307851200
2617,180,1,1307937600
253,2008,1,1307937600
253,7497,1,1307937600
3,147,5,1307937600
2068,253,1,1307937600
670,27,1,1307937600
7497,194,3,1307937600
201,934,1,1307937600
2008,253,1,1307937600
129,403,1,1307937600
1436,1450,1,1307937600
2636,56,1,1307937600
38,2069,2,1307937600
2068,194,1,1307937600
356,56,1,1307937600
722,251,1,1307937600
934,201,1,1307937600
618,1687,2,1307937600
425,514,10,1307937600
253,609,1,1307937600
251,722,1,1307937600
2069,38,10,1307937600
64,466,1,1307937600
1401,2634,1,1307937600
27,2063,1,1307937600
514,38,2,1307937600
355,3,2,1307937600
74,400,1,1307937600
27,1116,2,1307937600
27,326,2,1307937600
1956,38,1,1307937600
38,514,2,1307937600
253,2068,1,1307937600
400,74,1,1307937600
479,343,1,1307937600
10,130,1,1307937600
56,2636,1,1307937600
466,64,1,1307937600
152,514,1,1307937600
1689,88,1,1307937600
235,933,1,1307937600
402,934,1,1307937600
514,152,1,1307937600
180,2617,1,1307937600
339,1936,2,1307937600
1113,384,3,1307937600
787,343,10,1307937600
384,1113,3,1307937600
2638,152,1,1307937600
3,355,2,1307937600
88,1689,1,1307937600
933,235,1,1307937600
130,10,1,1307937600
139,215,2,1307937600
1256,1250,1,1307937600
343,479,10,1307937600
5,7586,-10,1307937600
339,607,2,1307937600
343,787,10,1307937600
676,281,3,1307937600
934,402,1,1307937600
152,2638,1,1307937600
1988,2612,1,1308024000
3,7595,-10,1308024000
2641,238,1,1308024000
238,2641,1,1308024000
621,2644,1,1308024000
2612,1988,1,1308024000
201,784,1,1308024000
129,784,1,1308024000
539,862,1,1308024000
44,7570,-10,1308024000
402,365,1,1308024000
7393,7570,-1,1308024000
2644,621,1,1308024000
44,271,3,1308024000
75,129,1,1308024000
56,356,1,1308024000
44,7575,-10,1308024000
862,1123,1,1308024000
7519,7413,3,1308024000
1442,1083,2,1308024000
579,864,1,1308024000
64,1459,1,1308024000
613,576,10,1308024000
1123,862,1,1308024000
1123,864,1,1308024000
784,2071,2,1308024000
7519,7570,2,1308024000
862,130,2,1308024000
38,784,4,1308024000
7570,7519,4,1308024000
253,194,10,1308024000
7575,613,-10,1308024000
180,129,3,1308024000
862,2067,1,1308024000
365,402,1,1308024000
7519,7395,6,1308024000
613,7519,-1,1308024000
613,7575,-10,1308024000
274,1687,1,1308024000
271,44,3,1308024000
182,7586,-10,1308024000
7570,7408,4,1308024000
864,1123,3,1308024000
2067,862,1,1308024000
1,1692,1,1308024000
64,56,1,1308024000
7575,7393,-10,1308024000
479,7532,-10,1308024000
44,7519,-10,1308024000
613,7570,-1,1308024000
1457,27,10,1308024000
7570,7394,6,1308024000
2642,535,1,1308024000
83,3,3,1308024000
0,2618,1,1308024000
853,1651,1,1308024000
180,862,2,1308024000
1449,2049,1,1308024000
476,576,3,1308024000
0,2604,1,1308024000
2643,1450,1,1308024000
1450,2643,1,1308024000
402,301,1,1308024000
576,613,10,1308024000
274,7519,1,1308024000
7393,7575,-1,1308024000
301,402,1,1308024000
576,476,3,1308024000
194,253,10,1308024000
784,129,1,1308024000
77,784,2,1308024000
1459,64,1,1308024000
666,779,1,1308024000
784,201,1,1308024000
779,666,1,1308024000
784,77,1,1308024000
2071,784,2,1308024000
862,539,1,1308024000
535,2642,1,1308024000
323,2034,2,1308024000
618,514,1,1308024000
201,2635,1,1308024000
7519,274,1,1308024000
1692,576,1,1308024000
7393,7519,-1,1308024000
576,7575,-5,1308024000
7519,7394,10,1308024000
302,201,2,1308024000
514,149,1,1308024000
535,2613,1,1308024000
201,302,2,1308024000
38,7532,-10,1308024000
1687,274,2,1308024000
7570,7575,5,1308024000
1692,1,1,1308024000
225,1988,1,1308024000
1457,253,10,1308024000
130,862,2,1308024000
623,78,1,1308110400
3,1444,3,1308110400
2067,613,1,1308110400
152,3,1,1308110400
403,129,1,1308110400
7373,7563,-10,1308110400
5,7414,1,1308110400
56,2507,1,1308110400
2599,1011,1,1308110400
925,2068,1,1308110400
623,2645,1,1308110400
2648,666,5,1308110400
2645,623,1,1308110400
343,676,1,1308110400
152,1691,1,1308110400
1691,152,1,1308110400
238,727,1,1308110400
271,64,3,1308110400
1938,64,2,1308110400
2507,56,1,1308110400
2614,727,5,1308110400
271,2646,1,1308110400
2068,925,1,1308110400
182,2045,1,1308110400
225,7518,-10,1308110400
613,271,1,1308110400
1123,7373,2,1308110400
3,152,2,1308110400
403,2647,1,1308110400
64,1938,2,1308110400
7373,1123,2,1308110400
727,2614,1,1308110400
676,343,1,1308110400
1083,1442,2,1308110400
666,2648,1,1308110400
727,238,1,1308110400
540,7518,-10,1308110400
1114,1691,2,1308196800
2076,514,1,1308196800
1108,503,2,1308196800
100,1460,1,1308196800
1460,100,1,1308196800
0,2064,1,1308196800
98,2623,1,1308196800
1461,7373,5,1308196800
7373,1461,2,1308196800
298,784,1,1308196800
298,613,2,1308196800
509,180,2,1308196800
784,298,1,1308196800
506,582,1,1308196800
271,7595,-10,1308196800
7563,44,-10,1308196800
149,514,1,1308196800
7563,271,1,1308196800
7563,9,1,1308196800
64,7595,-10,1308196800
7414,5,1,1308196800
613,298,2,1308196800
41,269,10,1308196800
929,1125,6,1308196800
180,509,10,1308196800
1250,1256,1,1308196800
1010,75,2,1308196800
2647,403,1,1308196800
1,470,7,1308196800
1,270,7,1308196800
2067,540,1,1308196800
75,1010,1,1308196800
1,249,7,1308196800
1,112,8,1308196800
2639,621,1,1308196800
1,90,8,1308196800
364,540,2,1308196800
621,2639,1,1308196800
1691,1114,2,1308196800
1,39,8,1308196800
1,22,8,1308196800
1,766,8,1308196800
576,1692,1,1308196800
540,364,2,1308196800
44,7394,-10,1308196800
503,1108,2,1308196800
582,506,1,1308196800
514,2076,1,1308196800
64,1,1,1308196800
74,15,6,1308196800
508,999,5,1308196800
2008,609,1,1308196800
474,723,1,1308196800
1442,217,2,1308196800
1125,929,6,1308196800
217,1442,2,1308196800
149,580,10,1308283200
166,356,1,1308283200
863,152,2,1308283200
166,2658,1,1308283200
1637,365,1,1308283200
2661,1685,1,1308283200
540,2025,2,1308283200
64,1403,1,1308283200
365,1637,1,1308283200
449,83,10,1308283200
2064,2659,1,1308283200
130,720,1,1308283200
784,38,2,1308283200
152,863,1,1308283200
569,1248,2,1308283200
87,128,1,1308283200
513,439,3,1308283200
83,449,10,1308283200
1403,64,1,1308283200
64,139,2,1308283200
356,166,1,1308283200
1011,1688,1,1308283200
131,2652,1,1308283200
1693,99,1,1308283200
154,78,1,1308283200
1688,1011,1,1308283200
1,149,5,1308283200
149,1,5,1308283200
149,234,2,1308283200
302,75,2,1308283200
149,7551,4,1308283200
64,2070,1,1308283200
139,64,2,1308283200
139,670,1,1308283200
99,1693,1,1308283200
670,139,2,1308283200
513,2657,1,1308283200
720,130,1,1308283200
2070,64,1,1308283200
2657,513,1,1308283200
365,154,2,1308283200
1685,2661,1,1308283200
78,154,1,1308369600
776,10,1,1308369600
2661,7563,1,1308369600
38,3,10,1308369600
1461,7549,1,1308369600
621,302,1,1308369600
7549,1461,1,1308369600
302,1459,3,1308369600
